语例ID,主语(目标域),谓语(源域),目标域,目标域名称,源域,源域名称,映射方向,映射方向标签,F_field,A_level,D_number,D_abstract,I_depth,S_schema,D_processing,CC连续值,CC等级(等距法),标注覆盖,CC标注值,CC等级(五分位法)
xb_05603,世界的大路,拥挤的,AB,抽象,SP,空间,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_05604,她的希望,微小的,EM,情感,SP,空间,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05605,这时间,安宁的,TM,时间,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05606,真理,严酷的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05607,自己走过的路,错误的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05608,头上的屋顶,沉重的,SP,空间,OB,物体,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05609,形势,明朗的,AB,抽象,SN,感知,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05610,原来的体制,脆弱的,AB,抽象,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05611,语气,随便的、愉快的,AB,抽象,EM,情感,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05612,语调,沉重而缓慢的,AB,抽象,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05613,成绩,显著的,AB,抽象,SN,感知,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05614,赶山的力量,强大的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05615,他的声音,开朗的、柔和的,SN,感知,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05616,人民的铁扫帚,无情的,AB,抽象,EM,情感,4,抽象→具体,0.8,0.67,0.8,0.735,0.67,0.67,0.67,0.7058,4,否,4,5
xb_05617,晨光,清冷的,NT,自然,SN,感知,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05618,历史,严峻的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05619,群众的眼睛,亮的,BD,建筑,SN,感知,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_05620,梦想,自私的,AB,抽象,MR,机器,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05621,梦想,美好的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05622,担心,多余的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05623,声音,平静安详,SN,感知,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05624,语调,沉重的,AB,抽象,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05625,眼光,温和的,SN,感知,ST,结构,3,抽象→抽象,0.2,0.0,0.4,0.15,0.67,0.33,0.534,0.3228,2,否,3,2
xb_05626,景象,凄惨的,SN,感知,EM,情感,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05627,回音,奇幻的恐怖的,SN,感知,EM,情感,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05628,太明的心,孤独的,EM,情感,EM,情感,2,具体→抽象,0.4,0.33,0.6,0.415,0.33,0.33,0.33,0.3768,2,否,2,2
xb_05629,阿玉的泪,糊涂的泪,BD,建筑,ST,结构,1,具体→具体,0.6,0.33,0.6,0.465,0.0,0.0,0.0,0.2557,2,否,2,2
xb_05630,主要的意思,真实的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05631,得到的印象,难言的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05632,院子里的空气,冷冽冽的,NT,自然,SN,感知,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05633,我所遭遇的苦难,特殊的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05634,苦难,寻常事,AB,抽象,AB,抽象,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05635,那目光,超然的,SN,感知,ST,结构,3,抽象→抽象,0.2,0.0,0.4,0.15,0.67,0.33,0.534,0.3228,2,否,3,2
xb_05636,父亲的称号,神圣的,AB,抽象,MR,机器,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05637,检查结果,残酷的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05638,她们的野心,纯洁的,AB,抽象,MR,机器,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05639,主要的感觉,窝囊,EM,情感,EM,情感,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05640,医学,落后的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05641,生命,神秘的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05642,选择的权利,虚假的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05643,痛恨和藐视细菌,愚蠢的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05644,黑海里的动物,贫乏的,LV,生命,ST,结构,4,抽象→具体,0.4,0.33,0.6,0.415,0.67,0.67,0.67,0.5298,3,否,4,3
xb_05645,人,小狗,HM,人体,LV,生命,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_05646,小孩子的头脑,幼稚的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05647,心,纯洁的,TH,思维,MR,机器,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_05648,划船人,固执的,HM,人体,HM,人体,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05649,思想的世界,广阔天垠的,AB,抽象,SP,空间,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05650,上帝,仁慈的,AB,抽象,MR,机器,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05651,娘们儿家的一生,短暂的,TM,时间,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05652,智慧,快乐的唯一可能的源泉,AB,抽象,NT,自然,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_05653,疾病,无情的,AB,抽象,EM,情感,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05654,我的感情,幼稚而淳朴的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05655,他们这一伙人,大奸慝,HM,人体,HM,人体,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_05656,峨心里的道路,崎岖的,EM,情感,SP,空间,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05657,年轻人执拗的梦,可怕的,AB,抽象,EM,情感,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05658,这愿望,空泛的,AB,抽象,SP,空间,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05659,你们的思想,新的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05660,青春,美丽的东西,AB,抽象,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05661,你的前程,远大的,AB,抽象,SP,空间,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05662,她的心,平静的,EM,情感,ST,结构,2,具体→抽象,0.4,0.33,0.6,0.415,0.33,0.33,0.33,0.3768,2,否,2,2
xb_05663,他的爱情,纯洁的,EM,情感,MR,机器,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05664,临行的情景,悲惨的,SN,感知,EM,情感,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05665,人类,残忍的东西,HM,人体,OB,物体,2,具体→抽象,0.2,0.0,0.4,0.15,0.33,0.33,0.33,0.231,2,否,2,2
xb_05666,话,美丽的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05667,他的心,热的,EM,情感,SN,感知,2,具体→抽象,0.4,0.33,0.6,0.415,0.33,0.33,0.33,0.3768,2,否,2,2
xb_05668,眼泪,愚蠢的,BD,建筑,ST,结构,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_05669,学问,死的,AB,抽象,LV,生命,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05670,革命的道路,宽广的,AB,抽象,SP,空间,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05671,这笑容,模糊的,EM,情感,SN,感知,4,抽象→具体,0.4,0.33,0.6,0.415,0.67,0.67,0.67,0.5298,3,否,4,3
xb_05672,他的话,诚恳的,AB,抽象,MR,机器,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05673,他的眼光,温柔的,SN,感知,EM,情感,3,抽象→抽象,0.2,0.0,0.4,0.15,0.67,0.33,0.534,0.3228,2,否,3,2
xb_05674,这些声音,活的,SN,感知,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05675,他的声音,年轻的、有力的,SN,感知,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05676,我当时的感情,真挚的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05677,封建特权,丑恶的东西,AB,抽象,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05678,你的心,好的,EM,情感,MR,机器,2,具体→抽象,0.4,0.33,0.6,0.415,0.33,0.33,0.33,0.3768,2,否,2,2
xb_05679,门,活的,OB,物体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05680,爱情,神秘的东西,EM,情感,OB,物体,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05681,人的眼珠,势利的,BD,建筑,MR,机器,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_05682,脸皮,厚的,BD,建筑,ST,结构,2,具体→抽象,0.6,0.33,0.6,0.465,0.33,0.33,0.33,0.4042,3,否,2,2
xb_05683,金钱,好东西,AB,抽象,OB,物体,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_05684,人生,空的,AB,抽象,SP,空间,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05685,态度,靠不住的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05686,人,斯文极了,HM,人体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05687,前途,乐观的,AB,抽象,EM,情感,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05688,她两人,文明种子,HM,人体,LF,光线,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_05689,男子的心肠,靠不住,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05690,人生,空的,AB,抽象,SP,空间,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05691,女人对女人,苛刻而锐利的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05692,他的记忆力,惊人的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05693,叶莲子,辛苦的,HM,人体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05694,文化人,贱种,HM,人体,MR,机器,1,具体→具体,0.2,0.0,0.4,0.15,0.0,0.0,0.0,0.0825,1,否,2,1
xb_05695,她的思想,新鲜的,TH,思维,SN,感知,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05696,贺家彬的行为,幼稚可笑的,EV,事件,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05697,做陈咏明的妻子,困难的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05698,为这样的人担心,多余的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05699,只有这青草、这阳光,慷慨的,NT,自然,MR,机器,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05700,眼泪,奢侈品,BD,建筑,OB,物体,1,具体→具体,0.6,0.33,0.6,0.465,0.0,0.0,0.0,0.2557,2,否,2,2
xb_05701,眼睛里的情绪,复杂的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05702,求人的滋味,难受的,AB,抽象,BD,建筑,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05703,相思病,可怕的,AB,抽象,EM,情感,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05704,没有大树的城市,自卑的城市,AB,抽象,OB,物体,1,具体→具体,0.8,0.67,0.8,0.735,0.0,0.0,0.0,0.4043,3,否,2,3
xb_05705,道路,曲折的,SP,空间,SP,空间,3,抽象→抽象,0.2,0.0,0.4,0.15,0.67,0.33,0.534,0.3228,2,否,3,2
xb_05706,前途,光明的,TM,时间,SN,感知,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05707,这些生灵和人,一样的,LF,光线,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05708,总结的时间,缓慢而悠长的,TM,时间,MV,运动,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05709,礼拜天,红颜色的,TM,时间,SN,感知,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05710,时间,残酷的,TM,时间,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05711,人,活的,HM,人体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05712,全身姿势,痛苦的询问,BD,建筑,HM,人体,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_05713,给人的第一印象,笼统的白,TH,思维,SN,感知,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05714,心头的感觉,难堪的妒忌,EM,情感,EM,情感,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05715,眼白,白瓷,BD,建筑,OB,物体,1,具体→具体,0.6,0.33,0.6,0.465,0.0,0.0,0.0,0.2557,2,否,2,2
xb_05716,它第一个生命,青绿色的,AB,抽象,SN,感知,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05717,一双眼睛,硬的,BD,建筑,ST,结构,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_05718,情感,真的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05719,年青人,自由的,HM,人体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05720,他的思想,简单的,TH,思维,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05721,小孩,无辜的,HM,人体,MR,机器,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05722,找个人,真的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05723,墙,死的颜色,OB,物体,SN,感知,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05724,心里,空的,EM,情感,SP,空间,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05725,三十年前的月亮,欢愉的,NT,自然,EM,情感,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05726,海的颜色,混沌的鸭蛋青,ST,结构,NT,自然,2,具体→抽象,0.8,0.67,0.8,0.735,0.33,0.33,0.33,0.5528,3,否,2,4
xb_05727,天,柔润的青色,NT,自然,SN,感知,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05728,人,好的,HM,人体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05729,皮肤,黯淡的泥土的颜色,BD,建筑,OB,物体,1,具体→具体,0.6,0.33,0.6,0.465,0.0,0.0,0.0,0.2557,2,否,2,2
xb_05730,金根的脸色,凄厉的,BD,建筑,EM,情感,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_05731,溪水,苍白而明亮的,NT,自然,SN,感知,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05732,桥下那广阔的水面,苍白的,NT,自然,SN,感知,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05733,窗外的天空,纯净的一色的浅灰,NT,自然,SN,感知,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05734,生命,廉价的,AB,抽象,EC,经济,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05735,这条狗对主人的感情,真诚的,EM,情感,MR,机器,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05736,世界,美好的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05737,房子,寂寞的,OB,物体,EM,情感,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05738,空气,寂寞的,NT,自然,EM,情感,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05739,天空,透明的,NT,自然,SN,感知,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05740,这个教训,沉重的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05741,态度,殷勤的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05742,这个表情的含义,明白的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05743,意见,正确的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05744,词汇,尖刻的,AB,抽象,OB,物体,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05745,动机,纯正的,AB,抽象,MR,机器,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05746,感情,激昂的,EM,情感,MV,运动,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05747,这种想法,悲壮的,TH,思维,EM,情感,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05748,对象,坦率的,HM,人体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05749,表情,深沉的,BD,建筑,ST,结构,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_05750,态度,明朗、坚决的,AB,抽象,SN,感知,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05751,情况,良好的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05752,法律概念,模糊的,AB,抽象,SN,感知,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05753,世界,单纯的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05754,信的调子,高昂的,SN,感知,SN,感知,3,抽象→抽象,0.2,0.0,0.4,0.15,0.67,0.33,0.534,0.3228,2,否,3,2
xb_05755,皇后的意思,明白的,AB,抽象,SN,感知,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05756,态度,明朗的,AB,抽象,SN,感知,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05757,"""忒里蹇""的眼泪",轻贱的,BD,建筑,MR,机器,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_05758,做个批评家,容易的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05759,成绩,惊人的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05760,他们追求的目标,明确的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05761,她的表情,严肃的,BD,建筑,ST,结构,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_05762,他们的情绪,激昂的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05763,他们的心,热的,BD,建筑,SN,感知,2,具体→抽象,0.6,0.33,0.6,0.465,0.33,0.33,0.33,0.4042,3,否,2,2
xb_05764,酒菜,丰盛的,FD,食物,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05765,那声音,亲切的,SN,感知,SN,感知,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05766,他们的心境,沉重的,EM,情感,ST,结构,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05767,历史的斧钺,森严的,OB,物体,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05768,胜负,明显的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
xb_05769,苦痛,短的,EM,情感,SP,空间,3,抽象→抽象,0.4,0.33,0.6,0.415,0.67,0.33,0.534,0.4686,3,否,3,3
xb_05770,灯光,浑的,SN,感知,SN,感知,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05771,月色,清的,SN,感知,SN,感知,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05772,街道,直的,SP,空间,ST,结构,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05773,墙,淡蓝色,OB,物体,SN,感知,4,抽象→具体,0.2,0.0,0.4,0.15,0.67,0.67,0.67,0.384,2,否,4,2
xb_05774,血,红的,BD,建筑,SN,感知,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_05775,血,热的,BD,建筑,SN,感知,4,抽象→具体,0.6,0.33,0.6,0.465,0.67,0.67,0.67,0.5573,3,否,4,4
xb_05776,李凖的文笔,朴素的,AB,抽象,ST,结构,3,抽象→抽象,0.8,0.67,0.8,0.735,0.67,0.33,0.534,0.6446,4,否,3,5
