id,id,construction_type,subject,copula,predicate,source_domain,target_domain,mapping_direction,metaphor_type,thematic_role,copula_function,constructional_meaning,cognitive_accessibility,mapping_basis,conceptual_complexity,embodied_experience,cognitive_reference_point,entailment_richness,prototype_distance,link_type,inter_construction_links,systematicity,conventionality,function_in_network,copula_type,holistic_imagery,relational_thinking,metaphor_novelty,family_marker,inheritance_relation,original_id,full_sentence,construction,time,source,genre,mapping_content,entailment,inheritance_links_detail,polysemy_links_detail,subpart_links_detail,cognitive_reference_point_description,pragmatic_function,context_sensitivity,discourse_type,ca_level,md_label,construction_type_12,ca_code,md_code,type_code
xb_00041,xb_00041,copular_metaphor,美帝国主义,是,亚洲和世界人民的共同敌人,HM,SC,2,ontological,agent-agent,equative,美帝国主义对亚洲和世界人民如同共同的军事敌人般起对抗作用,5,similarity,2,0.7,敌人的对立性和威胁性,0.75,1,1,"美帝国主义是革命文化的头号敌人, 帝国主义是和平的敌人, 敌人是对手, 反动派是敌人, [敌人隐喻构式群]",0.9,0.9,1,standard,1.5,1.7,0.5,,继承自基本系表构式,zh55813,中国友好协会共同声明今晚在北京签订。声明强调指出，帝国主义和殖民主义是威胁和平和制造紧张局势的根本原因，美帝国主义是亚洲和世界人民的共同敌人,美帝国主义是亚洲和世界人民的共同敌人,1964,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具抽,高_具抽,3,2,10
xb_00042,xb_00042,copular_metaphor,森林,是,"调节雨水的""能手""",BD,AB,1,ontological,theme-agent,equative,森林在调节雨水方面如同有专长的能手般发挥作用,4,similarity,2,0.8,能手的专长性和有效性,0.75,2,1,"技术是能手, 工具是能手, 专家是能手, 高手是能手, [能手隐喻构式群]",0.75,0.8,2,standard,1.6,1.5,0.5,,继承自基本系表构式,zh55816,"子、幼苗，刮倒或折断庄稼等危害，保障农作物的顺利生长和收获。森林是调节雨水的""能手""。干旱是庄稼的死对头，造起护田林带来就能够起到田间抗","森林是调节雨水的""能手""",1964,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具具,高_具具,3,1,9
xb_00043,xb_00043,copular_metaphor,干旱,是,庄稼的死对头,BD,AB,2,ontological,agent-agent,equative,干旱对庄稼的破坏作用如同死对头般致命,5,similarity,2,0.85,死对头的对立性和致命性,0.75,2,1,"病虫害是大敌, 敌人是对头, 威胁是敌人, 危害是对手, [敌人隐喻构式群]",0.8,0.85,2,standard,1.7,1.6,0.5,,继承自基本系表构式,zh55816,"子、幼苗，刮倒或折断庄稼等危害，保障农作物的顺利生长和收获。森林是调节雨水的""能手""。干旱是庄稼的死对头，造起护田林带来就能够起到田间抗",干旱是庄稼的死对头,1964,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具抽,高_具抽,3,2,10
xb_00044,xb_00044,copular_metaphor,辩证法,是,批判资本主义和同它斗争的武器,WR,AB,2,ontological,theme-instrument,equative,辩证法如同武器般是批判资本主义的有力工具,4,similarity,2,0.75,武器的攻击性和有效性,0.8,1,1,"毛主席著作是武器, 思想是武器, 理论是武器, 工具是武器, [武器隐喻构式群]",0.9,0.9,1,standard,1.6,1.7,0.5,,继承自基本系表构式,zh55821,"开了列宁主义，是苏联人民""民族利己主义""的表现。对列宁来说，辩证法是批判资本主义和同它斗争的武器，是团结教育工人阶级和争取工人阶级团结的工具。",辩证法是批判资本主义和同它斗争的武器,1964,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具抽,高_具抽,3,2,10
xb_00045,xb_00045,copular_metaphor,封建法律,是,束缚农民群众的锁链,OB,SC,2,ontological,theme-instrument,equative,封建法律如同锁链般束缚和限制农民群众的自由,4,similarity,2,0.85,锁链的束缚性和限制性,0.8,1,1,"制度是枷锁, 法律是桎梏, 束缚是锁链, 压迫是锁链, [束缚隐喻构式群]",0.85,0.85,1,standard,1.7,1.7,0.5,,继承自基本系表构式,zh55822,里，农民群众是封建剥削特权和封建法律体系的坚决的反对者。封建法律是束缚农民群众的锁链，使农民处在完全无保障的地位，长年过着奴隶牛马一样的,封建法律是束缚农民群众的锁链,1964,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具抽,高_具抽,3,2,10
xb_00046,xb_00046,copular_metaphor,青年,是,劳动主力军,WR,SC,2,ontological,agent-agent,equative,青年在劳动中如同主力军般起核心作用,3,similarity,2,0.75,主力军的核心性和强大性,0.75,1,1,"工人阶级是革命队伍的先锋, 青年是生力军, 骨干是主力, 中坚是主力军, [军事隐喻构式群]",0.85,0.9,1,standard,1.6,1.6,0.5,,继承自基本系表构式,zh55823,中，老农占百分之十，壮年人占百分之三十，青年人占百分之六十。青年是劳动主力军，承担了大部分农活。今年春天，由于大队开始组织青年练基本功，许,青年是劳动主力军,1964,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,具抽,中_具抽,2,2,6
xb_00047,xb_00047,copular_metaphor,病虫害,是,威胁农业生产和畜牧业生产的大敌,WR,SC,2,ontological,agent-agent,equative,病虫害对农业生产的威胁如同大敌般严重,5,similarity,2,0.8,大敌的威胁性和破坏性,0.75,2,1,"干旱是庄稼的死对头, 灾害是敌人, 威胁是大敌, 危害是对手, [敌人隐喻构式群]",0.85,0.85,2,standard,1.5,1.6,0.5,,继承自基本系表构式,zh55824,和家畜家禽病虫害，刺激它们生长，消除杂草等方面具有重要作用。病虫害是威胁农业生产和畜牧业生产的大敌，施用农药可以大大减少病虫害的损失。据一,病虫害是威胁农业生产和畜牧业生产的大敌,1964,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具抽,高_具抽,3,2,10
xb_00048,xb_00048,copular_metaphor,美帝国主义,是,侵略世界人民的元凶,HM,SC,2,ontological,agent-agent,equative,美帝国主义在侵略世界人民中如同元凶般起首恶作用,5,similarity,2,0.7,元凶的首恶性和罪责性,0.85,1,1,"美帝国主义是侵略元凶, 美帝国主义是侵略势力的头子, 元凶是罪魁, 首恶是元凶, [犯罪隐喻构式群]",0.9,0.9,1,standard,1.5,1.6,0.5,,继承自基本系表构式,zh55825,"并喧嚷要向越南民主共和国、中国发动武装侵略。这一切都充分证明美帝国主义是侵略世界人民的元凶。黑田寿男说，日本人民为打破日美""安全条约""体制、为",美帝国主义是侵略世界人民的元凶,1964,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具抽,高_具抽,3,2,10
xb_00049,xb_00049,copular_metaphor,毛主席著作,是,改造思想的锐利武器,WR,TH,1,ontological,theme-instrument,equative,毛主席著作如同锐利武器般是改造思想的有力工具,4,similarity,2,0.8,武器的锐利性和有效性,0.85,1,1,"辩证法是批判资本主义的武器, 思想是武器, 理论是武器, 工具是武器, [武器隐喻构式群]",0.95,0.95,1,standard,1.7,1.7,0.5,,继承自基本系表构式,zh55826,、纺织、轻工、电力、水利等大小工程。而且到处组织干部和群众学习毛主席著作。毛主席著作是改造思想的锐利武器，也是社会主义建设的精神食粮。从盖房子到建工厂，从建筑工地到工人,毛主席著作是改造思想的锐利武器,1964,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具具,高_具具,3,1,9
xb_00050,xb_00050,copular_metaphor,柜台,是,革命岗位,WR,AB,1,ontological,theme-location,equative,柜台如同革命岗位般承担着革命职责,4,similarity,2,0.75,岗位的职责性和使命性,0.75,1,1,"工作是战场, 车间是阵地, 岗位是战位, 职责是使命, [岗位隐喻构式群]",0.9,0.9,1,standard,1.6,1.6,0.5,,继承自基本系表构式,zh55837,首先是思想问题。在这方面，我们全组同志曾进行过热烈的讨论。大家一致认为，劳动人民创造历史。我们是劳动人民的一分子。柜台是革命岗位，是我们为,柜台是革命岗位,1964,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具具,高_具具,3,1,9
xb_00051,xb_00051,copular_metaphor,服务行业,是,革命行业,TR,AB,3,ontological,agent-agent,equative,服务行业如同革命行业般具有革命性质和政治意义,3,similarity,3,0.65,革命的政治性和进步性,0.7,2,1,"柜台是革命岗位, 工作是战场, 劳动是革命, 服务是奉献, [革命化隐喻构式群]",0.85,0.85,2,standard,1.5,1.6,0.5,,继承自基本系表构式,zh55830,服务行业是革命行业服务行业是革命行业在我们的国家中，一切为建设社会主义的自觉劳动,服务行业是革命行业,1964,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,抽抽,中_抽抽,2,3,7
xb_00052,xb_00052,copular_metaphor,时代精神,是,革命精神,OB,AB,3,ontological,theme-theme,equative,时代精神的本质如同革命精神般具有革命性,2,similarity,3,0.5,精神的本质性和时代性,0.75,3,1,"革命精神是时代标志, 精神是灵魂, 思想是精神, 品格是精神, [精神隐喻构式群]",0.8,0.8,2,standard,1.3,1.5,0.5,,继承自基本系表构式,zh55834,概念各有其特定的内涵外延，各有其着重说明的问题，为什么说时代精神是革命精神就为逻辑所不许呢？周谷城是写过不少逻辑文章的人，为什么硬要弄这,时代精神是革命精神,1964,人民日报,新闻,,,,,,,categorization,0.3,新闻,低,抽抽,低_抽抽,1,3,3
xb_00053,xb_00053,copular_metaphor,水土保持,是,发展山区生产的生命线,LV,AB,2,ontological,theme-instrument,equative,水土保持如同生命线般对发展山区生产至关重要,5,similarity,2,0.8,生命线的关键性和不可或缺性,0.8,1,1,"农业是命脉, 水利是生命线, 关键是生命线, 保障是生命线, [生命隐喻构式群]",0.9,0.9,1,standard,1.6,1.7,0.5,,继承自基本系表构式,zh55840,本建设的发展，实现以短养长，而且能使广大群众从切身利益体会到水土保持是发展山区生产的生命线，以主人翁态度加快工程进度，提高工程质量，加强管理,水土保持是发展山区生产的生命线,1964,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具抽,高_具抽,3,2,10
xb_00054,xb_00054,copular_metaphor,赵疃,是,革命武装斗争中全省闻名的英雄村庄之一,WR,AB,1,ontological,theme-agent,equative,赵疃村如同英雄般在革命武装斗争中表现突出,4,similarity,2,0.75,英雄的勇敢性和杰出性,0.75,2,1,"城市是英雄, 人民是英雄, 战士是英雄, 模范是英雄, [英雄隐喻构式群]",0.85,0.85,2,standard,1.6,1.6,0.5,,继承自基本系表构式,zh55842,党的领导下把地雷战传下来的。赵守福是海阳县邢村公社赵疃人。赵疃是革命武装斗争中全省闻名的英雄村庄之一。这个村庄的民兵在抗日战争和解放战,赵疃是革命武装斗争中全省闻名的英雄村庄之一,1964,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具具,高_具具,3,1,9
xb_00055,xb_00055,copular_metaphor,贫农下中农,是,建设社会主义和共产主义事业在农村的社会基础,OB,SC,4,structural,agent-instrument,equative,贫农下中农如同社会基础般支撑社会主义和共产主义事业,2,similarity,4,0.8,基础的支撑性和稳固性,0.8,1,1,"工人阶级是基础, 群众是基础, 根基是基础, 支柱是基础, [基础隐喻构式群]",0.9,0.9,1,standard,1.7,1.7,0.5,,继承自基本系表构式,zh55843,到依靠贫农下中农、团结中农是党在农村长期实行的阶级路线。贫农下中农是建设社会主义和共产主义事业在农村的社会基础。在运动中，我们建立了会议和工作,贫农下中农是建设社会主义和共产主义事业在农村的社会基础,1964,人民日报,新闻,,,,,,,explanation,0.3,新闻,低,抽具,低_抽具,1,4,4
xb_00056,xb_00056,copular_metaphor,美帝国主义,是,侵略势力的头子,BD,SC,2,ontological,agent-agent,equative,美帝国主义在侵略势力中如同头子般起首领作用,5,similarity,2,0.7,头子的首领性和控制性,0.85,1,1,"美帝国主义是侵略元凶, 美帝国主义是敌人, 头子是首领, 首领是头子, [犯罪隐喻构式群]",0.9,0.9,1,standard,1.5,1.6,0.5,,继承自基本系表构式,zh55845,南方人民所取得的胜利的伟大意义，已经远远地超越了一国的范围。美帝国主义是侵略势力的头子，是个庞然大物。它所生产的钢铁，是以亿吨计的；它炫耀在武,美帝国主义是侵略势力的头子,1964,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具抽,高_具抽,3,2,10
xb_00057,xb_00057,copular_metaphor,材料供应部门,是,生产大军的后勤部,WR,AB,1,ontological,agent-agent,equative,材料供应部门如同后勤部般为生产提供保障,3,similarity,2,0.75,后勤部的保障性和支持性,0.75,1,1,"工人是战士, 生产是战斗, 车间是战场, 保障是后勤, [军事隐喻构式群]",0.9,0.9,1,standard,1.6,1.6,0.5,,继承自基本系表构式,zh55848,组，为生产服务材料送到班组，为生产服务材料科　孙中清材料供应部门是生产大军的后勤部。常言说，兵马未动，粮草先行。对于材料供应部门来说也是,材料供应部门是生产大军的后勤部,1964,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,具具,中_具具,2,1,5
xb_00058,xb_00058,copular_metaphor,连队,是,革命熔炉,MC,SC,1,ontological,theme-instrument,equative,连队如同革命熔炉般锻炼和改造战士,4,similarity,2,0.8,熔炉的锻炼性和改造性,0.85,1,1,"学校是熔炉, 组织是熔炉, 斗争是熔炉, 锻炼是熔炉, [熔炉隐喻构式群]",0.9,0.9,1,standard,1.7,1.7,0.5,,继承自基本系表构式,zh55850,锄右放枪，毛主席教导贴中央。门前一栏决心书，写尽战士情满腔：连队是革命熔炉，深山是我们家乡。社,连队是革命熔炉,1965,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具具,高_具具,3,1,9
xb_00059,xb_00059,copular_metaphor,农村俱乐部,是,传播社会主义思想和文化的阵地,WR,EM,1,ontological,theme-location,equative,农村俱乐部如同阵地般是传播思想文化的据点,3,similarity,2,0.75,阵地的战略性和重要性,0.8,1,1,"学校是阵地, 文艺是阵地, 舆论是阵地, 思想是战场, [军事阵地隐喻构式群]",0.9,0.9,1,standard,1.6,1.7,0.5,,继承自基本系表构式,zh55851,为生产队长领导生产已经够忙了，哪还有什么时间去关心它呢！农村俱乐部是传播社会主义思想和文化的阵地，你不去占领，资产阶级思想和封建主义思想就会去,农村俱乐部是传播社会主义思想和文化的阵地,1965,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,具具,中_具具,2,1,5
xb_00060,xb_00060,copular_metaphor,维尼纶,是,合成纤维的一个品种,OB,AB,4,ontological,theme-category,equative,维尼纶属于合成纤维这一品种类别,3,similarity,4,0.5,品种的分类性和归属性,0.6,3,3,"X是Y的一种, X属于Y类, 分类是品种, 类别是品种, [分类隐喻构式群]",0.7,0.85,3,standard,1.2,1.4,0.5,,继承自基本系表构式,zh55856,设备制造和设备安装质量良好，生产工人具备了相当高的操作水平。维尼纶是合成纤维的一个品种，学名叫聚乙烯醇纤维。这种纤维形状象棉花，强力和耐磨,维尼纶是合成纤维的一个品种,1965,人民日报,新闻,,,,,,,categorization,0.3,新闻,中,抽具,中_抽具,2,4,8
xb_00061,xb_00061,copular_metaphor,美帝国主义,是,全世界人民最凶恶的敌人,HM,SC,2,ontological,agent-agent,equative,美帝国主义如同最凶恶的敌人般危害全世界人民,5,similarity,2,0.75,敌人的凶恶性和危害性,0.85,1,1,"美帝国主义是侵略势力的头子, 美帝国主义是元凶, 帝国主义是敌人, 侵略者是敌人, [敌人隐喻构式群]",0.95,0.95,1,standard,1.6,1.7,0.5,,继承自基本系表构式,zh55858,，马克思列宁主义学说是颠扑不破的真理，马克思列宁主义的路线和政策是革命力量战胜反革命力量的根本保证。他说，美帝国主义是全世界人民最凶恶的,美帝国主义是全世界人民最凶恶的敌人,1965,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具抽,高_具抽,3,2,10
xb_00062,xb_00062,copular_metaphor,毛泽东思想,是,革命人民和民族解放运动的灯塔,OB,TH,2,ontological,theme-instrument,equative,毛泽东思想如同灯塔般为革命人民和民族解放运动指引方向,4,similarity,1,0.8,灯塔的指引性和照明性,0.9,1,1,"思想是灯塔, 理论是指南, 真理是灯塔, 信仰是明灯, [指引隐喻构式群]",0.9,0.95,1,standard,1.7,1.7,0.5,,继承自基本系表构式,zh55861,中国共产党是世界上最强大的、久经考验的马克思列宁主义的政党，毛泽东思想是革命人民和民族解放运动的灯塔。印度尼西亚共产党和中国共产党是阶级兄弟，,毛泽东思想是革命人民和民族解放运动的灯塔,1965,人民日报,新闻,,,,,,,categorization,0.3,新闻,高,具抽,高_具抽,3,2,10
